"","geneNames","geneIDs","transcriptNames","feature","id","fc","pval","qval","logfc"
"251322","RRAS","MSTRG.145092","ENST00000246792","transcript","251322",2.02974525827847,0.000681968812490608,0.00674979348747978,1.02129867436625
"252236","NKG7","MSTRG.145398","ENST00000593572","transcript","252236",0.286706709408064,6.45739586713212e-06,0.000310818018365591,-1.80235242847955
"253791","GP6","MSTRG.145965","ENST00000417454","transcript","253791",2.77770657929487,0.009764617186377,0.0461089350496004,1.47389420948714
"256797",".","MSTRG.147581","MSTRG.147581.1","transcript","256797",2.50374612189463,0.011863431081799,0.0531501852344669,1.32408828141882
"256902","YWHAQ","MSTRG.147547","ENST00000238081","transcript","256902",2.31096178194581,0.0237369245711669,0.0883450423919224,1.20849340110664
"258442","LAPTM4A","MSTRG.148709","ENST00000175091","transcript","258442",0.426256725376555,1.15130464428681e-06,0.000103357445969361,-1.23020549807405
"259641","AGBL5","MSTRG.149436","ENST00000323064","transcript","259641",2.40924836362286,0.00122816055600916,0.0102139850858757,1.26858312520677
"259654","OST4","MSTRG.149446","ENST00000447619","transcript","259654",2.13565142089905,0.000151706202003998,0.00244173604729148,1.09467619085554
"259655","OST4","MSTRG.149446","ENST00000456793","transcript","259655",2.05609928723641,4.27922724353103e-05,0.00107818916548325,1.03990993269572
"259656","OST4","MSTRG.149446","ENST00000429985","transcript","259656",2.67572291339276,1.30204624859687e-09,9.96488545207397e-07,1.4199287242859
"259888","FTH1P3","MSTRG.149472","ENST00000394290","transcript","259888",4.50860354783968,6.01721219712914e-05,0.00132258483064111,2.17268065596972
"260050","BRE","MSTRG.149549","ENST00000342045","transcript","260050",2.11170539473435,0.00719705136814497,0.0364955000054699,1.07840857749836
"260375","YPEL5","MSTRG.149755","ENST00000261353","transcript","260375",2.0561752825062,0.0203974384914083,0.0790213597238018,1.03996325501018
"260852",".","MSTRG.150089","MSTRG.150089.1","transcript","260852",2.80447692195378,0.0312144716134143,0.108242933790377,1.48773171112816
"260864",".","MSTRG.150099","MSTRG.150099.2","transcript","260864",2.39542781918957,9.66428096971228e-06,0.000412051021345128,1.26028334176662
"260865",".","MSTRG.150099","MSTRG.150099.3","transcript","260865",2.28191363906425,0.000353810557114587,0.0042998025347157,1.1902441926558
"260867",".","MSTRG.150099","MSTRG.150099.5","transcript","260867",2.0920358883823,4.37899597438562e-05,0.00109236013397831,1.06490760089033
"261643",".","MSTRG.150654","MSTRG.150654.74","transcript","261643",2.14162547760039,6.19578305660617e-07,7.10380174950879e-05,1.09870620704851
"261862","GALM","MSTRG.150598","ENST00000272252","transcript","261862",2.21350600624276,1.83239612763231e-05,0.00062397266579764,1.14633328812513
"261894","SRSF7","MSTRG.150614","ENST00000443213","transcript","261894",0.489694858481809,3.70210679667693e-07,4.95556117040028e-05,-1.0300450462406
"262751","ZFP36L2","MSTRG.151298","ENST00000282388","transcript","262751",0.437158416871258,2.29219088154764e-10,2.92378497736741e-07,-1.19377191854997
"264533","RPS27A","MSTRG.152320","ENST00000478196","transcript","264533",0.204322151165486,2.90414761316971e-06,0.000185661272865422,-2.29108247552382
"264535","RPS27A","MSTRG.152320","ENST00000495843","transcript","264535",0.308886906003284,0.000442715494484158,0.00502022382439717,-1.69484937977975
"265733",".","MSTRG.153156","MSTRG.153156.1","transcript","265733",2.74713714400246,8.08737433481976e-05,0.00159934619193693,1.4579289351802
"265932",".","MSTRG.153267","MSTRG.153267.20","transcript","265932",2.19595278555996,0.00709079994577688,0.0361062306620206,1.13484703577719
"265994",".","MSTRG.153205","MSTRG.153205.4","transcript","265994",0.399040545532237,0.00926581613523614,0.0442725814496619,-1.32539275228328
"266000",".","MSTRG.153205","MSTRG.153205.8","transcript","266000",2.64363595316238,0.00124819309002888,0.0103440538887532,1.40252352150217
"266003","AC114752.3","MSTRG.153205","ENST00000424119","transcript","266003",2.48265703747697,0.0376353229827201,0.123822854735118,1.31188497657492
"266301",".","MSTRG.153470","MSTRG.153470.1","transcript","266301",0.476512358710695,4.63631433844647e-06,0.000252547136731071,-1.069414462873
"266463",".","MSTRG.153691","MSTRG.153691.19","transcript","266463",2.27180350450383,0.000336354134353511,0.00415529019974336,1.1838380569653
"266479",".","MSTRG.153691","MSTRG.153691.33","transcript","266479",2.10385080491843,0.01594101629867,0.0659462707242731,1.07303239919479
"266500",".","MSTRG.153691","MSTRG.153691.52","transcript","266500",2.16946256665534,0.00594981782877424,0.031709918731244,1.11733769315322
"266515",".","MSTRG.153691","MSTRG.153691.64","transcript","266515",2.13890797546892,0.0119013927595104,0.0532812717968547,1.09687441322264
"267051",".","MSTRG.153933","MSTRG.153933.1","transcript","267051",2.06241703182735,0.0103682466265439,0.048149747266139,1.04433608290811
"267079",".","MSTRG.153934","MSTRG.153934.33","transcript","267079",2.59814175934068,0.000655474698552427,0.00659850277763415,1.37748014899916
"267367","TIA1","MSTRG.153945","ENST00000282574","transcript","267367",2.83633986148821,0.000864313996681187,0.00797685992776641,1.50403041237525
"268343",".","MSTRG.154554","MSTRG.154554.3","transcript","268343",2.04443771331917,0.0461056732412124,0.143452889006325,1.03170410979292
"268345",".","MSTRG.154554","MSTRG.154554.4","transcript","268345",3.0490530351117,0.0111428066451411,0.050715839998172,1.60836124474819
"270522","USP39","MSTRG.156093","ENST00000323701","transcript","270522",2.03998283552878,0.00186259802085198,0.0138222549690782,1.02855701337242
"270527","USP39","MSTRG.156093","ENST00000493829","transcript","270527",2.33105337478665,0.000108987157662388,0.00194770803124266,1.22098203864027
"270566",".","MSTRG.156121","MSTRG.156121.19","transcript","270566",0.333715341236649,3.38551915390894e-08,9.5963794313532e-06,-1.58331008467131
"270570","GNLY","MSTRG.156121","ENST00000524600","transcript","270570",0.201621281874068,5.8487029669374e-06,0.000290814066821553,-2.31028016619983
"270844","RMND5A","MSTRG.156234","ENST00000283632","transcript","270844",3.00360226160659,1.06543103295387e-06,9.8173779482359e-05,1.58669378315894
"270866","CD8B","MSTRG.156270","ENST00000390655","transcript","270866",0.492375014447549,3.19899140510671e-08,9.23874753627658e-06,-1.02217054071566
"270939","LINC00152","MSTRG.156298","ENST00000331944","transcript","270939",2.41400787521137,6.4428472814626e-06,0.000310818018365591,1.27143038260075
"270946",".","MSTRG.156298","MSTRG.156298.9","transcript","270946",2.17096822213389,0.0114979716879824,0.0519538608537572,1.11833860844712
"271141",".","MSTRG.156435","MSTRG.156435.1","transcript","271141",2.29056635958136,0.000194986637397032,0.00288363571528278,1.19570435951698
"271176",".","MSTRG.156517","MSTRG.156517.10","transcript","271176",0.372959125090852,5.54992151325928e-05,0.00125387267369304,-1.42291056966168
"271178",".","MSTRG.156517","MSTRG.156517.12","transcript","271178",0.318032023991665,0.00333418503820182,0.0209013213751262,-1.6527560509884
"271180","IGKC","MSTRG.156517","ENST00000390237","transcript","271180",0.131064470036095,5.20403711834483e-06,0.000270937395074643,-2.9316514531868
"271185","IGKJ5","MSTRG.156517","ENST00000390238","transcript","271185",0.430357670360337,0.000287332372812976,0.00373810799853249,-1.21639191235635
"271190","IGKV4-1","MSTRG.156524","ENST00000390243","transcript","271190",0.308711810158762,8.91053637203099e-05,0.00170061253090389,-1.69566741876438
"271196","IGKV1-5","MSTRG.156517","ENST00000496168","transcript","271196",0.383060036768526,1.52870123516502e-05,0.000562477535001283,-1.3843575722924
"271204","IGKV3-11","MSTRG.156517","ENST00000483158","transcript","271204",0.297071234106389,1.14481620044904e-05,0.000458121024109104,-1.75111918147193
"271213","IGKV3-15","MSTRG.156533","ENST00000390252","transcript","271213",0.280913461862385,1.84541555858786e-06,0.000140882061084913,-1.8318023323072
"271220","IGKV3-20","MSTRG.156533","ENST00000492167","transcript","271220",0.396824792176083,0.000482844776997227,0.00531893744448222,-1.33342593198477
"271244","IGKV1-33","MSTRG.156559","ENST00000473726","transcript","271244",0.496545244372725,4.64907465338449e-05,0.00113585093666448,-1.01000291518357
"271252","IGKV1-39","MSTRG.156536","ENST00000498574","transcript","271252",0.263772938024947,1.07740105614873e-07,2.2904498980473e-05,-1.92263153704513
"271283","IGKV1D-39","MSTRG.156567","ENST00000448155","transcript","271283",0.334243185753506,3.70699868690316e-07,4.95556117040028e-05,-1.58102994662508
"271298","IGKV2D-28","MSTRG.156577","ENST00000453166","transcript","271298",0.464166566804263,0.000584010105658672,0.00607898720317203,-1.10728548354222
"271316","IGKV3D-15","MSTRG.156584","ENST00000417279","transcript","271316",0.389540253034043,5.74396604213767e-06,0.000289013324171222,-1.36015567840525
"271560","MAL","MSTRG.156723","ENST00000309988","transcript","271560",0.493402534773586,4.22674184541449e-09,2.08698787280119e-06,-1.01916296762409
"272904","RPL31","MSTRG.157426","ENST00000264258","transcript","272904",0.495712321659567,0.000182915403457162,0.00275977784427507,-1.01242497532419
"272907","RPL31","MSTRG.157426","ENST00000409028","transcript","272907",0.441069648482603,0.018195294027032,0.0725641322490161,-1.1809216078424
"273740","FHL2","MSTRG.158011","ENST00000408995","transcript","273740",3.12846775396482,0.00436590676365389,0.0252940014677776,1.64545623383275
"273911","UXS1","MSTRG.158071","ENST00000283148","transcript","273911",2.1019032332485,2.86846361383652e-05,0.0008411137606358,1.07169625249419
"274304",".","MSTRG.158397","MSTRG.158397.7","transcript","274304",2.02845519860838,0.00180215482524249,0.013490062310823,1.02038143887187
"274306",".","MSTRG.158397","MSTRG.158397.12","transcript","274306",2.49775481097443,0.0241408390248475,0.0893295666708156,1.32063186351409
"274308","LIMS1","MSTRG.158397","ENST00000393310","transcript","274308",2.48343754860688,0.00563095887212661,0.0304236752475136,1.31233846755308
"274309",".","MSTRG.158397","MSTRG.158397.13","transcript","274309",2.92174801832691,0.00618840447424096,0.0326986649467677,1.54683176048711
"274310",".","MSTRG.158397","MSTRG.158397.14","transcript","274310",2.97184190032579,0.00191123036768703,0.0140967761118472,1.57135736766556
"274669",".","MSTRG.158568","MSTRG.158568.25","transcript","274669",2.3202834444494,0.00932066527963826,0.0444791155425668,1.21430105488886
"274866","MIR4435-2HG","MSTRG.158700","ENST00000409569","transcript","274866",2.47517159191744,0.00238762994275254,0.0165218163285451,1.30752854386992
"274867",".","MSTRG.158700","MSTRG.158700.25","transcript","274867",2.5791564624613,0.0215719817966622,0.0823215007156844,1.36689929572118
"274872","MIR4435-2HG","MSTRG.158700","ENST00000604981","transcript","274872",2.29541579234441,1.58062722599439e-06,0.000126669479762739,1.19875550754779
"277496",".","MSTRG.160640","MSTRG.160640.2","transcript","277496",2.92687977081095,0.000253940905753702,0.00347300699152289,1.54936348451766
"278346",".","MSTRG.161279","MSTRG.161279.34","transcript","278346",2.88429628908293,0.0099254840113312,0.0467172266357445,1.52821937291256
"278520",".","MSTRG.161420","MSTRG.161420.4","transcript","278520",2.75350644685948,0.000220351695203846,0.00313403431757935,1.46126998631386
"279111",".","MSTRG.161855","MSTRG.161855.2","transcript","279111",2.33225147042646,0.00048013967774585,0.00529294776911549,1.22172335267977
"279323","CXCR4","MSTRG.161790","ENST00000241393","transcript","279323",0.370784532368885,0.000305440003294244,0.00390089062196358,-1.43134703307102
"280396","ARHGAP15","MSTRG.162829","ENST00000552641","transcript","280396",0.468991397961114,4.29268331436639e-06,0.000238587406588003,-1.09236663319714
"280419","ARHGAP15","MSTRG.162829","ENST00000549436","transcript","280419",0.389561776332507,6.27575769129862e-11,1.06733205668736e-07,-1.36007596726397
"280531",".","MSTRG.162893","MSTRG.162893.1","transcript","280531",0.426369114251727,2.07613415348362e-09,1.35227010299136e-06,-1.2298251603778
"280532",".","MSTRG.162892","MSTRG.162892.19","transcript","280532",0.419270342279308,3.70219844114672e-07,4.95556117040028e-05,-1.25404731230581
"280535","ZEB2","MSTRG.162892","ENST00000472146","transcript","280535",0.427963896424894,1.07078829136853e-08,4.1493724004639e-06,-1.22443900070426
"280549","ZEB2","MSTRG.162892","ENST00000628473","transcript","280549",0.497071870288743,3.69260626009726e-06,0.000216141023786534,-1.00847363261109
"280554",".","MSTRG.162896","MSTRG.162896.1","transcript","280554",0.475431057715594,1.06966710378131e-06,9.8173779482359e-05,-1.07269194392354
"280561","ZEB2","MSTRG.162892","ENST00000470879","transcript","280561",2.03203824185121,0.0039422873310212,0.0235162201996399,1.02292755309923
"283242","GCA","MSTRG.164800","ENST00000437150","transcript","283242",2.04189399323644,0.000283651253579764,0.00370618177421198,1.02990796934896
"283547",".","MSTRG.165027","MSTRG.165027.3","transcript","283547",2.11018466717803,0.00630035654448435,0.0330601328241857,1.0773692580624
"283552",".","MSTRG.165027","MSTRG.165027.6","transcript","283552",2.08400737510511,0.0464702384607758,0.144245956521032,1.05936038318683
"284678","TLK1","MSTRG.165698","ENST00000431350","transcript","284678",3.71364799790686,0.00568561110741062,0.0306516593231108,1.89283707436297
"285470","WIPF1","MSTRG.166153","ENST00000392547","transcript","285470",2.44791491903801,5.64115891305006e-05,0.00126979998386178,1.29155341586757
"286693",".","MSTRG.166895","MSTRG.166895.1","transcript","286693",0.440112824322565,1.98804115392193e-08,6.47445785585233e-06,-1.18405468426145
"287675",".","MSTRG.167716","MSTRG.167716.4","transcript","287675",3.2579863347064,0.0011765310488705,0.00993506285097186,1.70398055263794
"287680",".","MSTRG.167716","MSTRG.167716.8","transcript","287680",2.70495690539697,0.030360074133758,0.106085180267067,1.43560560962867
"288032","SLC40A1","MSTRG.167991","ENST00000261024","transcript","288032",2.14560711990212,0.000121159298248852,0.00209669281927196,1.10138592974803
"288034",".","MSTRG.167991","MSTRG.167991.2","transcript","288034",7.23329274947187,1.4571485961179e-05,0.000541878249460461,2.85465254232445
"288036","SLC40A1","MSTRG.167991","ENST00000479598","transcript","288036",2.56831373226104,0.000139719156309837,0.00230702401947844,1.36082144557982
"288535",".","MSTRG.168521","MSTRG.168521.4","transcript","288535",5.66708244735295,0.00755933572152212,0.0378808224656992,2.50260619159902
"288564",".","MSTRG.168522","MSTRG.168522.29","transcript","288564",2.55480136956787,0.0020188357019304,0.0146417003892905,1.35321112901849
"290209","CLK1","MSTRG.169411","ENST00000409769","transcript","290209",0.448430498590578,0.000190503238080897,0.00284204465271467,-1.15704369303956
"290326","CFLAR","MSTRG.169452","ENST00000490965","transcript","290326",2.74607098827431,7.7363002670694e-09,3.20042378480805e-06,1.45736892086285
"292145","RP11-260M2.1","MSTRG.170530","ENST00000608095","transcript","292145",0.445544926978332,7.60186114057149e-09,3.18788733008651e-06,-1.16635718017531
"293239","CXCR2P1","MSTRG.171291","ENST00000439871","transcript","293239",2.18984872643787,4.12878868016886e-05,0.00105852451538936,1.13083121267771
"293241",".","MSTRG.171291","MSTRG.171291.3","transcript","293241",2.61152761239639,0.0477251409760979,0.147116074987543,1.38489395780044
"293244","CXCR2P1","MSTRG.171291","ENST00000443392","transcript","293244",5.66666664578725,0.00114684780477337,0.00974963950222911,2.50250033521343
"293347","TMBIM1","MSTRG.171305","ENST00000396809","transcript","293347",2.20225053753811,0.0142250370976751,0.0607097533348846,1.13897860546132
"293348",".","MSTRG.171305","MSTRG.171305.2","transcript","293348",2.65183636559206,0.0226427463871023,0.0853648269887146,1.40699175515174
"293388","PNKD","MSTRG.171304","ENST00000258362","transcript","293388",3.12727383361419,3.13898662007706e-05,0.000886297472373691,1.64490555156243
"293454",".","MSTRG.171318","MSTRG.171318.13","transcript","293454",0.471562341160015,0.000166387752995156,0.00260011653008715,-1.08447958520207
"293470","VIL1","MSTRG.171340","ENST00000248444","transcript","293470",2.72955865918009,5.83301862366881e-09,2.54479666769216e-06,1.44866770144369
"293473","VIL1","MSTRG.171340","ENST00000440053","transcript","293473",2.58169068190977,2.36309709474858e-05,0.000741401064158868,1.36831615850453
"293884","TUBA4A","MSTRG.171509","ENST00000248437","transcript","293884",4.39587261530845,0.00599298851599905,0.0318900325813104,2.13614958011664
"293916","TUBA4A","MSTRG.171509","ENST00000447205","transcript","293916",2.1509686730463,0.00649743500684008,0.0338217952498547,1.10498651333844
"293925",".","MSTRG.171514","MSTRG.171514.4","transcript","293925",3.31494701210874,2.42517080345506e-05,0.000752196087195235,1.72898580971074
"295036",".","MSTRG.172399","MSTRG.172399.1","transcript","295036",0.485955061077988,1.08674083065807e-08,4.15854963111695e-06,-1.04110518878794
"295405","MFF","MSTRG.172541","ENST00000524634","transcript","295405",2.01504949196558,0.0372250602050107,0.122809381240383,1.01081527346116
"296265","PTMA","MSTRG.173050","ENST00000466801","transcript","296265",4.05436062493107,0.0198501338448391,0.0774499295681953,2.01947441851882
"296288","PTMA","MSTRG.173050","ENST00000440384","transcript","296288",2.58782453864922,6.88663224002184e-07,7.61084739219453e-05,1.37173980210548
"296289","PTMA","MSTRG.173050","ENST00000467816","transcript","296289",2.03058773928456,3.78535656669898e-05,0.00100504007438297,1.02189736574831
"298459","SEPT2","MSTRG.174333","ENST00000407971","transcript","298459",2.41435184103112,0.0108891787309149,0.049895289401212,1.27163593389037
"298496","SEPT2","MSTRG.174333","ENST00000484167","transcript","298496",2.20033581781497,0.000980456192491541,0.00870496096889314,1.13772372635142
"299077","FKBP1A","MSTRG.174462","ENST00000381719","transcript","299077",2.18885797823046,0.0342755794240756,0.11555928556269,1.13017834979084
"299819",".","MSTRG.174888","MSTRG.174888.18","transcript","299819",2.77724081633621,0.0426364194958011,0.135551844430882,1.47365227959496
"299823",".","MSTRG.174888","MSTRG.174888.22","transcript","299823",2.05402974839165,0.00945803026177505,0.044994355929094,1.03845707627457
"299826",".","MSTRG.174888","MSTRG.174888.25","transcript","299826",2.13563394528831,0.00208186489747653,0.0149781739380608,1.09466438552071
"300014","TMEM230","MSTRG.174955","ENST00000202834","transcript","300014",3.31634803708837,0.0020591851834757,0.0148814532629229,1.7295954196905
"301885","DSTN","MSTRG.176188","ENST00000474024","transcript","301885",5.19675783275077,8.60573732031078e-05,0.00166108093686427,2.37761183144573
"303192","PYGB","MSTRG.177377","ENST00000216962","transcript","303192",4.08802714904521,2.36210316972851e-06,0.000167948049555273,2.03140477740636
"303969","BCL2L1","MSTRG.177954","ENST00000376055","transcript","303969",3.7698623264447,1.96724327938824e-08,6.47445785585233e-06,1.91451183792836
"304587",".","MSTRG.178246","MSTRG.178246.1","transcript","304587",2.83338208814174,0.0001930250570783,0.0028712711721759,1.50252516560512
"305130",".","MSTRG.178533","MSTRG.178533.1","transcript","305130",0.477410600716023,6.07691586163028e-07,6.99370771699578e-05,-1.06669749363181
"305300","MYL9","MSTRG.178508","ENST00000279022","transcript","305300",2.78494685871453,0.00142989834385476,0.0113450422783798,1.47764979887573
"305313","MYL9","MSTRG.178508","ENST00000346786","transcript","305313",2.60208577228386,0.000207776444594687,0.00300882700963915,1.37966851824675
"305358","SLA2","MSTRG.178560","ENST00000262866","transcript","305358",4.12458242193223,8.09420169201047e-06,0.000363325214659115,2.04424806643668
"305361","SLA2","MSTRG.178560","ENST00000360672","transcript","305361",2.03909636318531,0.0229932127240704,0.0863196364826091,1.02792995554311
"305477","RPN2","MSTRG.178628","ENST00000237530","transcript","305477",2.09620591875852,0.00710741834499395,0.0361427571088538,1.06778044558704
"305812",".","MSTRG.178786","MSTRG.178786.10","transcript","305812",0.399819912956149,1.55125894352182e-08,5.58690471035686e-06,-1.32257776785818
"306733","SERINC3","MSTRG.179421","ENST00000342374","transcript","306733",2.10646647341362,7.54632479060824e-06,0.000347391941075023,1.07482495410343
"306741","PKIG","MSTRG.179473","ENST00000372894","transcript","306741",2.05235219374164,0.0141397908221199,0.0604807111365381,1.03727832576226
"306879",".","MSTRG.179520","MSTRG.179520.14","transcript","306879",2.26884822576766,0.000388325757860297,0.00457751883919033,1.18196010338841
"307165","CTSA","MSTRG.179616","ENST00000354880","transcript","307165",2.49757810227442,0.0125250479649324,0.0554649635976384,1.32052979353408
"307173",".","MSTRG.179616","MSTRG.179616.11","transcript","307173",2.04219529735671,0.0209230684870538,0.0805480250998716,1.03012083930844
"307174","CTSA","MSTRG.179616","ENST00000372459","transcript","307174",2.07535474698647,5.21802767263768e-05,0.00121216829881275,1.05335796198948
"307785","STAU1","MSTRG.180069","ENST00000360426","transcript","307785",2.5167897897173,0.00072065006986799,0.00700802432937381,1.33158472305549
"308180","TMSB4XP6","MSTRG.180236","ENST00000415187","transcript","308180",5.48551418682086,0.00638222670547606,0.0333240842801874,2.45562685855159
"309808","GNAS","MSTRG.181418","ENST00000480975","transcript","309808",5.58669086064995,0.0199087487315163,0.077639047760243,2.48199399101924
"309835","GNAS","MSTRG.181418","ENST00000476196","transcript","309835",0.317192492665453,0.0288348190559337,0.102052588415535,-1.65656946925056
"309858","NELFCD","MSTRG.181546","ENST00000602795","transcript","309858",2.12246118524863,0.00263761021544162,0.0176299479312913,1.0857381705692
"309886","TUBB1","MSTRG.181549","ENST00000217133","transcript","309886",2.6729000319373,1.25520427163295e-06,0.000109787338192856,1.41840588093105
"309932","ATP5E","MSTRG.181547","ENST00000243997","transcript","309932",2.1566712818441,0.000625847416453551,0.00637546990374768,1.10880629880102
"310379",".","MSTRG.181784","MSTRG.181784.1","transcript","310379",0.399099122982654,1.90970428992632e-06,0.000145018165698086,-1.32518098634629
"310478",".","MSTRG.181803","MSTRG.181803.3","transcript","310478",2.01303282670256,0.00502019291766265,0.0280188087125627,1.00937069860543
"311080","CH507-42P11.1","MSTRG.182017","ENST00000464664","transcript","311080",2.0890665156518,1.64718590434099e-06,0.000130237077101935,1.06285842839031
"311255","RNA5-8S5","MSTRG.182091","ENST00000612463","transcript","311255",0.14649335016193,6.66133814775094e-16,3.96518003616582e-12,-2.77109291765382
"311256",".","MSTRG.182092","MSTRG.182092.1","transcript","311256",0.313494051898758,0.000582834600115323,0.0060708797595544,-1.67349002467527
"311258",".","MSTRG.182093","MSTRG.182093.1","transcript","311258",0.477602202557121,0.00222064616583662,0.0156854271053891,-1.06611860499547
"311260",".","MSTRG.182083","MSTRG.182083.2","transcript","311260",0.44635965160914,8.19673731489168e-06,0.000365249955488761,-1.16372147330778
"311268","RNA5-8S5","MSTRG.182080","ENST00000610460","transcript","311268",0.142899487788923,3.33066907387547e-16,3.39872574528499e-12,-2.8069273496622
"311271",".","MSTRG.182097","MSTRG.182097.1","transcript","311271",0.362785411465719,0.0100736116335497,0.0471966961164197,-1.46281165233192
"311273","CH507-528H12.1","MSTRG.182258","ENST00000623860","transcript","311273",0.430796771035292,1.66872442530774e-08,5.87180009562597e-06,-1.21492065844264
"311282",".","MSTRG.182267","MSTRG.182267.1","transcript","311282",4.91312934550526,0.00175746765548723,0.0132320111503765,2.29664222070152
"311315","RNA5-8S5","MSTRG.182269","ENST00000613359","transcript","311315",0.145902873221208,4.88498130835069e-15,1.86929915990675e-11,-2.77691980079419
"311322",".","MSTRG.182268","MSTRG.182268.12","transcript","311322",0.372272958435938,0.00725489013747915,0.0367489677473512,-1.42556727092802
"311323",".","MSTRG.182270","MSTRG.182270.3","transcript","311323",0.477536533603932,0.0130340157785944,0.0570911897310218,-1.06631698512533
"311326",".","MSTRG.182270","MSTRG.182270.5","transcript","311326",0.22198350432566,0.00069146089000327,0.00682388530808192,-2.17147562151816
"311337",".","MSTRG.182270","MSTRG.182270.9","transcript","311337",0.439464945540427,0.0129048619505787,0.0566633016197743,-1.18618000326598
"311359",".","MSTRG.182267","MSTRG.182267.39","transcript","311359",2.15283380301682,0.04879991692582,0.149423224274136,1.10623694894393
"311363","RNA5-8S5","MSTRG.182276","ENST00000619471","transcript","311363",0.149182318449999,7.7715611723761e-16,3.96518003616582e-12,-2.74485154184213
"311369",".","MSTRG.182103","MSTRG.182103.1","transcript","311369",0.446364356143355,1.5140261622193e-07,2.75895325653052e-05,-1.16370626769413
"311409",".","MSTRG.182125","MSTRG.182125.1","transcript","311409",0.492888395661657,4.15448311610334e-05,0.00106004521617194,-1.02066707962879
"313760",".","MSTRG.184233","MSTRG.184233.1","transcript","313760",2.15055549356364,7.1577120767663e-05,0.00147654339491945,1.10470935948814
"315957","DSCR3","MSTRG.185527","ENST00000309117","transcript","315957",2.94049736820633,2.59273057789944e-06,0.000177203006553821,1.55606019926456
"316339",".","MSTRG.185807","MSTRG.185807.7","transcript","316339",0.398391312003274,0.0473721178350429,0.146270470291029,-1.32774190899357
"317256","H2BFS","MSTRG.186291","ENST00000599962","transcript","317256",2.09018503030347,0.000417719854452825,0.00480558357924251,1.06363066024183
"317611",".","MSTRG.186452","MSTRG.186452.1","transcript","317611",3.67068671714342,4.35182682969604e-05,0.00108880709682603,1.87604998970025
"318108",".","MSTRG.186680","MSTRG.186680.19","transcript","318108",2.55224153186328,0.000856710156253104,0.00793059208145639,1.35176486528331
"318116","PRMT2","MSTRG.186680","ENST00000481861","transcript","318116",2.70225184459893,0.00206159825119712,0.014888348021679,1.43416213729216
"319329","TANGO2","MSTRG.187358","ENST00000399807","transcript","319329",2.33619576571364,0.0187790530446449,0.0742647139718013,1.22416117250155
"319661","CRKL","MSTRG.187421","ENST00000354336","transcript","319661",2.36688181954562,0.000648339269209708,0.00654173040485062,1.24298767286088
"319852","UBE2L3","MSTRG.187470","ENST00000342192","transcript","319852",2.31754675055695,2.61114141419938e-08,8.15661960335568e-06,1.21259844181365
"320095","IGLV1-40","MSTRG.187601","ENST00000390299","transcript","320095",0.468281045772535,0.00179745178674895,0.0134635164051249,-1.09455345045144
"320183",".","MSTRG.187750","MSTRG.187750.9","transcript","320183",0.402262065682087,3.22255115908776e-05,0.000902579676424095,-1.31379240025648
"320202","IGLV2-14","MSTRG.187750","ENST00000390312","transcript","320202",0.463712735453902,0.00030262431528727,0.00388549102269047,-1.10869674530695
"320236","IGLL5","MSTRG.187750","ENST00000531372","transcript","320236",0.479140278918145,0.00314243773877576,0.0200415513535713,-1.06147999618877
"320244",".","MSTRG.187750","MSTRG.187750.39","transcript","320244",0.418616673577441,0.00268428592867409,0.0178639228553261,-1.25629831934623
"320247","IGLC2","MSTRG.187750","ENST00000390323","transcript","320247",0.451805588628626,0.003813378436611,0.0229763162396728,-1.14622597856775
"321162","TPST2","MSTRG.188146","ENST00000338754","transcript","321162",2.32587536382495,0.000509764599690321,0.005522089062392,1.21777378949843
"321836","UQCR10","MSTRG.188451","ENST00000616603","transcript","321836",2.13113494789001,0.0212135897327161,0.0813697058623781,1.09162195045873
"322024","SF3A1","MSTRG.188603","ENST00000471342","transcript","322024",2.00874276709279,3.59093033719393e-05,0.000974389223929156,1.0062928291782
"322243","OSBP2","MSTRG.188640","ENST00000431368","transcript","322243",4.58828766756601,2.171640471893e-07,3.57421665408927e-05,2.19795584548641
"322598","YWHAH","MSTRG.188738","ENST00000248975","transcript","322598",2.05970327549336,0.0150159970197361,0.0632216637003413,1.04243651517162
"322604","YWHAH","MSTRG.188738","ENST00000471374","transcript","322604",2.34546694907551,0.0195251858972745,0.0764842630675961,1.22987517137714
"322695",".","MSTRG.188828","MSTRG.188828.1","transcript","322695",0.461529185767022,0.000974625881160485,0.00867584242511367,-1.11550621228179
"323366","MYH9","MSTRG.189288","ENST00000216181","transcript","323366",2.39393036080297,0.000162181972079178,0.00255526336143072,1.25938118503601
"323599","IL2RB","MSTRG.189395","ENST00000216223","transcript","323599",0.491943698928542,1.53679846626176e-10,2.24028625941291e-07,-1.02343488079515
"323862","EIF3L","MSTRG.189502","ENST00000624234","transcript","323862",2.03196489373341,0.000402280924982179,0.00468340133540928,1.0228754768767
"324189","SUN2","MSTRG.189585","ENST00000405510","transcript","324189",0.49439457490278,2.1275614603411e-10,2.91687214160063e-07,-1.01626518255891
"324398",".","MSTRG.189652","MSTRG.189652.6","transcript","324398",0.081580375796148,8.12468698452307e-06,0.000363718415287593,-3.61563403692241
"324486","ATF4","MSTRG.189689","ENST00000396680","transcript","324486",2.57424094518992,1.8429128383346e-06,0.000140882061084913,1.36414709402567
"324533","GRAP2","MSTRG.189724","ENST00000344138","transcript","324533",0.280477441220626,0.00364017859512955,0.0222384329141291,-1.83404335524014
