"","geneNames","geneIDs","transcriptNames","feature","id","fc","pval","qval","logfc"
"110339","PRR13","MSTRG.66205","ENST00000549581","transcript","110339",2.18791640606433,0.00118595683416856,0.0099933103673003,1.12955761799321
"110480","CALCOCO1","MSTRG.66248","ENST00000546443","transcript","110480",3.11069865548944,0.00158624300471633,0.0122718365184182,1.63723864260996
"110483","CALCOCO1","MSTRG.66248","ENST00000548263","transcript","110483",2.07082404005009,0.0014898696003629,0.0116918513610605,1.05020497155358
"110484","CALCOCO1","MSTRG.66248","ENST00000550804","transcript","110484",4.30999168664333,1.29840041174223e-06,0.000112282293233517,2.10768508656495
"110699",".","MSTRG.66309","MSTRG.66309.1","transcript","110699",2.46133672750131,0.0028411509688544,0.0185925939738221,1.29944204173135
"111080","BLOC1S1","MSTRG.66490","ENST00000548925","transcript","111080",2.1221147448273,0.00446183453015037,0.0257328825304245,1.08550266629874
"111290","RAB5B","MSTRG.66551","ENST00000360299","transcript","111290",2.57093825010139,0.0019340502984273,0.0142222151779378,1.36229495931885
"111292","RAB5B","MSTRG.66551","ENST00000546810","transcript","111292",2.28437048662616,7.51298640667697e-05,0.00152314604548081,1.19179665064494
"111305","RAB5B","MSTRG.66551","ENST00000549034","transcript","111305",2.8634878584027,2.23989036207684e-08,7.14268371398522e-06,1.51777348624305
"111348","RPS26","MSTRG.66536","ENST00000548590","transcript","111348",0.387999480819692,0.00017217472881903,0.00265130028839888,-1.36587337293722
"111435",".","MSTRG.66576","MSTRG.66576.10","transcript","111435",5.12118143733437,0.0428213851571921,0.135967323755411,2.35647667295237
"111443","MYL6","MSTRG.66576","ENST00000552297","transcript","111443",2.03132201267329,0.00389129440367486,0.0233014574120152,1.02241895911341
"111446","MYL6","MSTRG.66576","ENST00000549017","transcript","111446",3.64784175751753,0.0210797245683899,0.0810186576537502,1.86704314710234
"111448","MYL6","MSTRG.66576","ENST00000549566","transcript","111448",3.46396657872843,0.000716781917026399,0.00697927634412505,1.79242501062603
"111772",".","MSTRG.66690","MSTRG.66690.2","transcript","111772",0.495303710680049,0.0105433943512397,0.0487058688453008,-1.01361466559755
"113026","USP15","MSTRG.67368","ENST00000537297","transcript","113026",0.491196648658044,0.00431728609432125,0.0250978122304323,-1.02562737738146
"113107","RPL14P1","MSTRG.67312","ENST00000484568","transcript","113107",0.481584878933375,1.0586516965283e-06,9.8173779482359e-05,-1.05413800061016
"113659",".","MSTRG.67701","MSTRG.67701.1","transcript","113659",0.0661255009760316,0.0178654556302784,0.071548298431412,-3.91864944244752
"113661",".","MSTRG.67701","MSTRG.67701.3","transcript","113661",4.64321995246884,0.00279727860526879,0.0184196794887274,2.21512562396294
"114138","RAP1B","MSTRG.68001","ENST00000543393","transcript","114138",5.74086231044143,0.011664597395424,0.0524821164118336,2.5212674542461
"115458","NAP1L1","MSTRG.68856","ENST00000261182","transcript","115458",3.02485235150454,1.38239496627612e-07,2.61229982114883e-05,1.59686472356051
"115460","NAP1L1","MSTRG.68856","ENST00000393263","transcript","115460",2.57632232189133,0.00170213871163449,0.012897913955264,1.365313099316
"115461","NAP1L1","MSTRG.68856","ENST00000431879","transcript","115461",2.40793755090903,0.0113404127846816,0.0514393327274347,1.26779797674789
"115463","NAP1L1","MSTRG.68856","ENST00000547773","transcript","115463",3.74345783464854,0.000609558525396348,0.0062548641298305,1.90437150439175
"115465",".","MSTRG.68856","MSTRG.68856.8","transcript","115465",2.27092615318145,0.0263158516357753,0.0951875619877968,1.18328079271538
"115466","NAP1L1","MSTRG.68856","ENST00000544816","transcript","115466",8.82076034717567,6.03025568868265e-05,0.00132332772328059,3.14090302106851
"115541",".","MSTRG.68900","MSTRG.68900.7","transcript","115541",2.07901969201076,0.00646140186233657,0.0336628480618974,1.05590342314661
"117602",".","MSTRG.70532","MSTRG.70532.14","transcript","117602",2.28988194155511,0.0164450013472575,0.0675169559727497,1.19527321984033
"118940","ELK3","MSTRG.71449","ENST00000228741","transcript","118940",2.06585036829586,0.00857210476008707,0.0416933338132421,1.04673576207554
"119326","SNORA53","MSTRG.71718","ENST00000391141","transcript","119326",0.491784548410243,5.22379032830145e-06,0.000271043886983546,-1.02390168789585
"119476",".","MSTRG.71830","MSTRG.71830.1","transcript","119476",2.50061154236642,0.000179691733882548,0.00272997669942751,1.32228095938654
"120085","U8","MSTRG.72117","ENST00000391292","transcript","120085",0.453113171471831,4.13202494329301e-05,0.00105852451538936,-1.14205666596301
"120159","HSP90B1","MSTRG.72172","ENST00000299767","transcript","120159",0.356208728150147,4.8012759638616e-05,0.00114986916125327,-1.48920522778904
"120438","C12orf75","MSTRG.72307","ENST00000612117","transcript","120438",2.77507410224925,0.0266602734712601,0.0961761668366351,1.47252629597451
"121022","CORO1C","MSTRG.72686","ENST00000261401","transcript","121022",4.21412930987233,1.49975166729988e-07,2.75895325653052e-05,2.07523458369706
"121440",".","MSTRG.72869","MSTRG.72869.2","transcript","121440",4.47933912393667,0.000766889299930629,0.00733420248009258,2.16328589457069
"121460","C12orf76","MSTRG.72869","ENST00000551185","transcript","121460",2.24387859052449,3.65455707049822e-05,0.000982506217235367,1.1659946181986
"121562",".","MSTRG.72970","MSTRG.72970.19","transcript","121562",2.00215297634009,0.0148397990053746,0.062678085948059,1.0015522088271
"122037","TRAFD1","MSTRG.73110","ENST00000412615","transcript","122037",2.17141490898319,0.00380009993186547,0.0229316891807999,1.11863541915457
"122826","LINC00173","MSTRG.73618","ENST00000489452","transcript","122826",2.14495569285739,1.22391821185674e-05,0.000478968360911907,1.10094784709307
"123592","RPLP0","MSTRG.74156","ENST00000549098","transcript","123592",0.245630678861515,0.00228663615723323,0.0160038392047053,-2.02543733272472
"124130",".","MSTRG.74319","MSTRG.74319.12","transcript","124130",2.06907843892088,0.00180798061670107,0.0135126246628588,1.0489883389133
"125122",".","MSTRG.75650","MSTRG.75650.137","transcript","125122",2.14862209403064,0.00240238595216269,0.0165864323756329,1.10341175963351
"127168",".","MSTRG.76090","MSTRG.76090.1","transcript","127168",0.439732879636881,0.000663457618429009,0.00663305946210556,-1.18530068533972
"127691",".","MSTRG.76369","MSTRG.76369.4","transcript","127691",2.48877224095676,0.0420525852218288,0.134239394306136,1.31543420867291
"127693",".","MSTRG.76369","MSTRG.76369.5","transcript","127693",5.23509249984231,0.0005071776429042,0.00551161845304447,2.3882150286336
"128520","RPL21","MSTRG.76968","ENST00000473558","transcript","128520",0.443391408345369,0.00136630838862384,0.0109983693665374,-1.17334727970609
"128528","RPL21","MSTRG.76968","ENST00000485756","transcript","128528",0.229070093155974,0.000282486634803236,0.00370618177421198,-2.12613897876765
"128571","GTF3A","MSTRG.76981","ENST00000439403","transcript","128571",3.07862085520302,0.000142901731621681,0.00234189010178507,1.62228420450548
"128793","POMP","MSTRG.77124","ENST00000380842","transcript","128793",2.00895424089352,9.38201681088824e-05,0.00175987549406692,1.00644470335053
"129077",".","MSTRG.77427","MSTRG.77427.13","transcript","129077",2.20710376218233,0.0235950267296622,0.0880656612137465,1.142154456381
"129081",".","MSTRG.77427","MSTRG.77427.16","transcript","129081",2.99427786345202,0.00287192171442852,0.0187378813818841,1.58220810704215
"129086",".","MSTRG.77427","MSTRG.77427.20","transcript","129086",0.279670300298399,0.00210904007171764,0.015125175127574,-1.83820104052712
"129088",".","MSTRG.77427","MSTRG.77427.22","transcript","129088",0.31086774196238,0.00284699227367491,0.0186201480158044,-1.68562717562047
"129437","N4BP2L1","MSTRG.77656","ENST00000380139","transcript","129437",2.11089367209329,2.54587780871285e-05,0.000774182054774611,1.0778539104676
"129482","N4BP2L2","MSTRG.77656","ENST00000512755","transcript","129482",0.406234411385111,8.03756221579022e-08,1.83622307546258e-05,-1.29961564197925
"131031",".","MSTRG.78817","MSTRG.78817.5","transcript","131031",2.07135584662055,0.0204657091010816,0.0791956456467464,1.05057542128156
"131532",".","MSTRG.79175","MSTRG.79175.9","transcript","131532",2.60986432055085,0.029658471628015,0.10420461287139,1.38397480711836
"131685",".","MSTRG.79321","MSTRG.79321.1","transcript","131685",0.476383969087265,3.98924545848001e-05,0.00103822548465008,-1.06980322934998
"131868","LCP1","MSTRG.79339","ENST00000323076","transcript","131868",2.65040189369644,0.000333211382559817,0.00412383493470633,1.40621113932899
"132580","DLEU1_1","MSTRG.79783","ENST00000618107","transcript","132580",2.26821196232232,3.4327055877803e-06,0.000207678688060708,1.18155546510492
"133435","RPL13AP25","MSTRG.80314","ENST00000484130","transcript","133435",0.409396081233019,3.12045893351431e-05,0.000882055487827089,-1.28843080203446
"136697",".","MSTRG.83797","MSTRG.83797.11","transcript","136697",0.455816487969929,8.07490712761982e-06,0.000362991383109876,-1.13347498361845
"139430",".","MSTRG.85827","MSTRG.85827.1","transcript","139430",2.88948408503883,0.00088786039716271,0.00812315311964795,1.53081192372947
"139442",".","MSTRG.85827","MSTRG.85827.13","transcript","139442",2.18107379012518,0.00620696774039731,0.0327237817551024,1.12503858008725
"140182",".","MSTRG.86334","MSTRG.86334.24","transcript","140182",2.36232638799374,0.00720463722152642,0.0365279164065234,1.24020830673731
"140188","GPR18","MSTRG.86338","ENST00000340807","transcript","140188",2.05762863720181,0.00322948080856156,0.020418028912122,1.04098262673531
"140191","GPR183","MSTRG.86339","ENST00000376414","transcript","140191",0.36521343190242,4.56546770187805e-05,0.00112439793047138,-1.4531882688241
"141838",".","MSTRG.87710","MSTRG.87710.2","transcript","141838",3.73398997820367,0.00432829204887752,0.0251450791665313,1.90071805546576
"142145","ANKRD10","MSTRG.87933","ENST00000267339","transcript","142145",2.46531384952248,0.000506070711708717,0.0055049814620374,1.30177132219224
"142719","RASA3","MSTRG.88182","ENST00000334062","transcript","142719",2.58683597530097,0.00104581127070058,0.00912198384057236,1.37118857929439
"143694","HNRNPC","MSTRG.88621","ENST00000556897","transcript","143694",3.89146290351666,1.05903974871868e-05,0.000441694602554837,1.96031260428559
"143952","TRAV13-1","MSTRG.88736","ENST00000390436","transcript","143952",0.489638296355715,5.97449815309403e-06,0.000293417549321571,-1.03021169412443
"144157",".","MSTRG.88884","MSTRG.88884.26","transcript","144157",0.494253562866314,0.00227072425710195,0.0159131126456247,-1.01667672911288
"144233","ABHD4","MSTRG.88865","ENST00000428304","transcript","144233",2.70858487523485,6.26508931400593e-08,1.498384212263e-05,1.43753929928668
"147057","EGLN3","MSTRG.90415","ENST00000250457","transcript","147057",2.15889592066631,0.000102484690545523,0.00187641377492231,1.11029369340305
"147402","PSMA6","MSTRG.90593","ENST00000261479","transcript","147402",2.30289950934978,0.00106757777129529,0.00925046452165457,1.203451458232
"147439","NFKBIA","MSTRG.90553","ENST00000557389","transcript","147439",0.492703622273807,0.00591977335347882,0.0315937973622816,-1.02120801674803
"148096","SEC23A","MSTRG.91091","ENST00000307712","transcript","148096",2.53736952443355,1.47977428555102e-05,0.000545787110886425,1.3433336385373
"149998","CDKL1","MSTRG.92880","ENST00000395834","transcript","149998",2.72939131966359,7.73958575339684e-07,8.198336978157e-05,1.4485792522395
"150160","PYGL","MSTRG.92909","ENST00000216392","transcript","150160",3.08029574288137,4.58716589964991e-05,0.00112702174707851,1.62306887244786
"150623","DDHD1","MSTRG.92920","ENST00000555621","transcript","150623",0.4152609291066,2.31876716272339e-07,3.75578937314556e-05,-1.26790995641578
"150943","MAPK1IP1L","MSTRG.93106","ENST00000395468","transcript","150943",2.80965261738343,0.00453699167014021,0.0260144083157899,1.49039176811209
"151549",".","MSTRG.93485","MSTRG.93485.6","transcript","151549",2.03625695652662,0.000894946871536684,0.00815387160070015,1.02591962748219
"151602","PSMA3","MSTRG.93488","ENST00000557290","transcript","151602",0.452093030281117,1.05190445243153e-08,4.12845525670338e-06,-1.14530841845227
"151809",".","MSTRG.93880","MSTRG.93880.6","transcript","151809",2.15808595951623,1.23941248375559e-08,4.6270895567329e-06,1.10975233048763
"151818",".","MSTRG.93881","MSTRG.93881.2","transcript","151818",4.20519858497675,9.46338230001231e-10,8.04729228750769e-07,2.07217393146646
"152009",".","MSTRG.93902","MSTRG.93902.1","transcript","152009",2.02969786667747,0.000148238562125869,0.00240406876450438,1.02126498914114
"152933","MAX","MSTRG.94197","ENST00000358664","transcript","152933",2.37708061647698,0.0020178012944676,0.0146376661202694,1.24919083176976
"153280","ARG2","MSTRG.94239","ENST00000261783","transcript","153280",2.340458499798,4.29430833404076e-06,0.000238587406588003,1.22679118390634
"153476","ACTN1","MSTRG.94346","ENST00000193403","transcript","153476",2.4158968956147,4.0642054217388e-05,0.00105082365351089,1.27255888539171
"153483","ACTN1","MSTRG.94346","ENST00000438964","transcript","153483",4.07423924196654,0.000146828017913547,0.00238960452545849,2.0265306987782
"154558","BBOF1","MSTRG.94888","ENST00000463558","transcript","154558",2.43385806331163,5.61069939475356e-06,0.000284843019190034,1.28324503603553
"154561",".","MSTRG.94888","MSTRG.94888.13","transcript","154561",2.22839890171965,0.000340255930451838,0.00418323485900487,1.15600751006602
"154612","RP5-892G5.2","MSTRG.94798","ENST00000555526","transcript","154612",0.478723352049819,4.06689986132136e-07,5.35622050213047e-05,-1.06273591267601
"154954","FOS","MSTRG.94965","ENST00000303562","transcript","154954",0.480789527427826,0.0355549052816659,0.118747797882134,-1.05652262332347
"156037",".","MSTRG.95570","MSTRG.95570.1","transcript","156037",2.43394764224372,0.00782070104299282,0.0388093890467076,1.28329813391533
"157918",".","MSTRG.97012","MSTRG.97012.8","transcript","157918",2.19489070552851,0.00534232692268299,0.0292723561990504,1.13414910262271
"158766","GLRX5","MSTRG.97376","ENST00000553672","transcript","158766",2.3957172719739,0.000138636203504294,0.00229906289159099,1.26045766005132
"158818","TCL1A","MSTRG.97443","ENST00000402399","transcript","158818",0.438551787461829,0.000106646746535377,0.00192725906238931,-1.18918087798058
"159369",".","MSTRG.97838","MSTRG.97838.1","transcript","159369",0.484615359178326,0.000360126563924146,0.00435753142348216,-1.0450879652544
"159372",".","MSTRG.97841","MSTRG.97841.1","transcript","159372",0.180427710961435,0.000304210438805796,0.00389656659546521,-2.47050716318741
"159667","WARS","MSTRG.98115","ENST00000554601","transcript","159667",2.23694234093075,7.71799213872271e-07,8.198336978157e-05,1.16152807019885
"161183",".","MSTRG.98664","MSTRG.98664.6","transcript","161183",0.376232101131607,0.000107794661303728,0.00193956432417123,-1.41030514616559
"161299","IGHD","MSTRG.98765","ENST00000390556","transcript","161299",0.4559091169574,0.000710818645799582,0.00694180741662831,-1.13318183537164
"161304",".","MSTRG.98765","MSTRG.98765.52","transcript","161304",0.185880501988935,2.54016641054733e-09,1.42903669277938e-06,-2.4275526487782
"161305",".","MSTRG.98765","MSTRG.98765.54","transcript","161305",0.463513891254936,0.000582316201936717,0.00606767505542351,-1.10931551861628
"161306",".","MSTRG.98765","MSTRG.98765.56","transcript","161306",0.474527277221023,0.00033994422701078,0.00418108180855002,-1.0754370749109
"161307",".","MSTRG.98765","MSTRG.98765.55","transcript","161307",0.465123928064502,0.00200669944851062,0.0145882427492889,-1.10431293440126
"161310","IGHM","MSTRG.98765","ENST00000390559","transcript","161310",0.415034769942921,5.22305839000259e-05,0.00121216829881275,-1.2686958901797
"161432","IGHV3-23","MSTRG.98959","ENST00000390609","transcript","161432",0.449201509536585,3.39338742845197e-05,0.000936715683924256,-1.15456531898036
"162377","SNRPN","MSTRG.99788","ENST00000346403","transcript","162377",2.14773912099006,0.0429516770225836,0.136274655520541,1.10281876440752
"162378","SNRPN","MSTRG.99788","ENST00000554227","transcript","162378",2.06538691078513,0.0423733960090827,0.134925813607869,1.04641206831987
"162381","SNRPN","MSTRG.99788","ENST00000579070","transcript","162381",2.39027632026611,0.0156136227522208,0.0650666802768493,1.25717740600294
"163144","WHAMMP2","MSTRG.99973","ENST00000512149","transcript","163144",2.08320894602227,9.73256888414653e-08,2.14347576439121e-05,1.05880754906273
"163166","RP11-578F21.9","MSTRG.99978","ENST00000562515","transcript","163166",2.01154518448518,0.00275322770298025,0.0181858716507602,1.00830414497351
"165272",".","MSTRG.101308","MSTRG.101308.6","transcript","165272",2.10346809500489,0.0135103829366212,0.0585411681300474,1.07276993575476
"165753","CHP1","MSTRG.101477","ENST00000334660","transcript","165753",2.28285945634949,0.00198830991345866,0.014501242068073,1.19084204315045
"166036","VPS39","MSTRG.101581","ENST00000318006","transcript","166036",2.17273404354224,9.88025809189885e-06,0.00041950671424036,1.1195115902831
"166160","SNAP23","MSTRG.101625","ENST00000249647","transcript","166160",2.7008299930947,0.000120290019915315,0.002082827137821,1.43340283057684
"166627","SERF2","MSTRG.101739","ENST00000381359","transcript","166627",0.380153605241392,0.000900808535554298,0.00819021434479469,-1.39534562174454
"166636",".","MSTRG.101739","MSTRG.101739.5","transcript","166636",6.39485179637737,4.58298010739266e-05,0.0011268977512258,2.67691092437525
"166642",".","MSTRG.101739","MSTRG.101739.12","transcript","166642",0.396220122506143,0.0346106308791509,0.11638128768711,-1.3356259438305
"166643","SERF2","MSTRG.101739","ENST00000445816","transcript","166643",2.19339178502896,0.0024460063095717,0.0167703451634756,1.13316353013044
"166650","SERF2","MSTRG.101739","ENST00000403425","transcript","166650",6.51839924741058,0.0106091591480784,0.0489639965325076,2.7045177188484
"166856",".","MSTRG.101992","MSTRG.101992.5","transcript","166856",9.94498312909129,0.00119574034224113,0.0100425786274424,3.31396892363851
"166863","B2M","MSTRG.101992","ENST00000559907","transcript","166863",2.45836574500708,0.0273451525360534,0.0979657290329085,1.29769956959773
"166866","B2M","MSTRG.101992","ENST00000632133","transcript","166866",0.374660873318441,4.65551242001538e-08,1.19764035053723e-05,-1.41634277325673
"166880",".","MSTRG.101989","MSTRG.101989.30","transcript","166880",2.72953621603214,0.0023998661739979,0.0165756233202333,1.44865583917752
"166889",".","MSTRG.101992","MSTRG.101992.24","transcript","166889",3.99269341517809,0.0339928406988117,0.114833682665275,1.99736229676851
"167223",".","MSTRG.102013","MSTRG.102013.18","transcript","167223",4.26624633212338,0.000264407519088516,0.00355169257650582,2.09296726897731
"168431",".","MSTRG.102750","MSTRG.102750.5","transcript","168431",4.77802929560392,5.35230558229571e-06,0.000274868671711132,2.25641569943948
"168517","ARPP19","MSTRG.102970","ENST00000563277","transcript","168517",2.96435979434,0.00280798955867245,0.0184544835465092,1.56772056303104
"169232",".","MSTRG.103296","MSTRG.103296.12","transcript","169232",2.28403913299653,0.0031076338451409,0.0198817126230509,1.19158736895661
"169233",".","MSTRG.103296","MSTRG.103296.13","transcript","169233",2.06408823555236,0.000977030653131816,0.00868462235317198,1.04550464434301
"169421","MYZAP","MSTRG.103397","ENST00000267853","transcript","169421",3.32325111031617,2.2647862320091e-05,0.000725670967131254,1.73259530955731
"169871","GTF2A2","MSTRG.103638","ENST00000267869","transcript","169871",2.7437280932528,0.000408424642384886,0.00473064834556508,1.4561375157845
"170494","TPM1","MSTRG.104043","ENST00000404484","transcript","170494",3.12142003115395,0.000410961822853606,0.0047530246652579,1.64220250531532
"170846","Y_RNA","MSTRG.104220","ENST00000384054","transcript","170846",0.374606274086185,8.98533585536043e-07,8.85720281846417e-05,-1.41655303215311
"171198","snoU13","MSTRG.104408","ENST00000459325","transcript","171198",0.429822263976617,1.14446919718958e-07,2.34155173741753e-05,-1.21818788132418
"171203","DENND4A","MSTRG.104408","ENST00000568515","transcript","171203",2.00956391380542,0.00107244592379918,0.00928472484877385,1.00688246277301
"171207","RP11-16E23.4","MSTRG.104412","ENST00000567680","transcript","171207",0.45915430284409,6.38341378977891e-07,7.2645147340707e-05,-1.12294902939987
"171368","RPL4","MSTRG.104515","ENST00000564647","transcript","171368",0.318571025705307,0.000158335750407246,0.00251146752705545,-1.65031303634847
"172523","PKM","MSTRG.105277","ENST00000389093","transcript","172523",3.37545978002594,0.0263548570639325,0.0952989888138631,1.75508402873676
"172527","PKM","MSTRG.105277","ENST00000335181","transcript","172527",2.63725994503942,8.04320756608856e-06,0.000362631389132061,1.39903977936949
"172545","PKM","MSTRG.105277","ENST00000563275","transcript","172545",2.66039274551476,0.000367171697493673,0.00439900011133799,1.41163924203505
"172554","PKM","MSTRG.105277","ENST00000566809","transcript","172554",3.74740525493814,2.51752711566411e-07,3.97682465270989e-05,1.9058920032008
"172904",".","MSTRG.105416","MSTRG.105416.5","transcript","172904",4.63805771348704,0.000599382873387233,0.00618224659804696,2.21352077221408
"172905",".","MSTRG.105416","MSTRG.105416.6","transcript","172905",3.49866351886048,0.000925284657018688,0.00834582769749944,1.80680392121852
"172910","NPTN","MSTRG.105416","ENST00000351217","transcript","172910",3.38551603366794,4.89842543802688e-05,0.00116515538410503,1.75937575181285
"173911","ETFA","MSTRG.105795","ENST00000557943","transcript","173911",2.0242539547367,0.0256628325064383,0.0934571834724013,1.01739029608759
"173915","ETFA","MSTRG.105795","ENST00000267950","transcript","173915",3.08012480097088,5.9654096097983e-05,0.00131854934573831,1.62298880744423
"173918",".","MSTRG.105795","MSTRG.105795.7","transcript","173918",2.02132966977503,0.0138186261914588,0.0595313261467954,1.01530463797806
"173919",".","MSTRG.105795","MSTRG.105795.9","transcript","173919",4.35584885805688,0.00345688932841126,0.0214360386551298,2.12295389539669
"174777","ZFAND6","MSTRG.106188","ENST00000558494","transcript","174777",2.16324555682717,6.69903589667342e-06,0.000319933831364842,1.11319743946044
"175195",".","MSTRG.106434","MSTRG.106434.1","transcript","175195",0.390298255105482,0.00169490905684788,0.0128654229995746,-1.35735108190885
"177321","CHD2","MSTRG.107730","ENST00000627622","transcript","177321",0.480486480940169,1.23746391633706e-06,0.000108857709398926,-1.05743225526181
"177547",".","MSTRG.107762","MSTRG.107762.4","transcript","177547",0.492990854754856,5.05322325095037e-08,1.27846548249044e-05,-1.02036721080383
"178843",".","MSTRG.108566","MSTRG.108566.8","transcript","178843",2.50430226921738,0.0255543688036378,0.0931859311716217,1.32440870603343
"179772","SPSB3","MSTRG.108775","ENST00000563668","transcript","179772",0.416275006590608,1.56313913812767e-06,0.000126302980520854,-1.26439115411336
"179837",".","MSTRG.108807","MSTRG.108807.1","transcript","179837",0.224849156781699,8.91678223141623e-05,0.00170074426448813,-2.15297062119461
"180606","IL32","MSTRG.109000","ENST00000548476","transcript","180606",0.464809999297432,0.000678076448351383,0.00672699976290979,-1.10528698960954
"182613","SNN","MSTRG.110051","ENST00000329565","transcript","182613",2.3566134512447,0.00978793348903162,0.0461976577088691,1.2367151367355
"183119","NOMO1","MSTRG.110361","ENST00000287667","transcript","183119",0.423515055096012,0.000317287979029524,0.00399717567984807,-1.2395148395535
"183136","NOMO1","MSTRG.110361","ENST00000566823","transcript","183136",0.435352739866157,8.5367596928787e-05,0.00165088960504167,-1.19974329200381
"183195","NTAN1","MSTRG.110413","ENST00000565187","transcript","183195",2.78573399619431,0.00127562500817935,0.0104918614657159,1.47805750463943
"183366","FOPNL","MSTRG.110549","ENST00000255759","transcript","183366",2.02616527682235,0.0135375122133325,0.0586255285594496,1.01875186136838
"183900","ARL6IP1","MSTRG.110883","ENST00000304414","transcript","183900",3.16557223577579,0.000618545890746947,0.00632238576074667,1.66246631706078
"184483","LYRM1","MSTRG.111129","ENST00000219168","transcript","184483",2.43494944326634,0.00132132128953244,0.0107505834527176,1.28389181801352
"184560","TMEM159","MSTRG.111095","ENST00000261388","transcript","184560",2.2046036889747,0.000262320562975371,0.00353918880315779,1.1405193327267
"184562",".","MSTRG.111095","MSTRG.111095.8","transcript","184562",2.05109926882984,0.000948074105008745,0.00848413063993699,1.03639731687034
"184588","CRYM","MSTRG.111055","ENST00000219599","transcript","184588",4.0908890700014,6.22862755261799e-07,7.11481251001099e-05,2.03241441712606
"184592","CRYM","MSTRG.111055","ENST00000572914","transcript","184592",2.53541774663157,5.49665646332187e-09,2.47454623987754e-06,1.34222347162341
"184659","CTB-31N19.4","MSTRG.111271","ENST00000605544","transcript","184659",0.491113521842729,0.000229285908288746,0.00323015624042493,-1.02587155004322
"185182","NDUFAB1","MSTRG.111390","ENST00000007516","transcript","185182",0.473666428544667,3.48146079718337e-05,0.000952736646744794,-1.07805667141319
"185717","HSPE1P16","MSTRG.111760","ENST00000426640","transcript","185717",0.45499761579585,6.66120534975612e-06,0.000318874818470059,-1.13606910933101
"186516","RP11-345J4.6","MSTRG.112139","ENST00000569081","transcript","186516",0.463958733876193,0.00180971068919922,0.0135217827611651,-1.10793160220627
"186759",".","MSTRG.112217","MSTRG.112217.5","transcript","186759",2.15965917904371,0.0498722000659353,0.151959556147952,1.11080365521298
"186848","ALDOA","MSTRG.112237","ENST00000564595","transcript","186848",4.27627025029171,0.00923724510223556,0.0441636395931184,2.09635303089642
"186856","ALDOA","MSTRG.112237","ENST00000395240","transcript","186856",3.72331447750419,0.0460747717916354,0.143385888874386,1.89658747382448
"187234","RP11-146F11.1","MSTRG.112427","ENST00000564775","transcript","187234",2.06127013199345,2.96456942397993e-05,0.000857097740167651,1.04353358423171
"187604","TGFB1I1","MSTRG.112509","ENST00000394863","transcript","187604",2.07622434235337,0.00904134560224623,0.0434441552223456,1.05396233970443
"187618","TGFB1I1","MSTRG.112509","ENST00000567607","transcript","187618",2.37476212740711,0.000394796732303027,0.00461566561884475,1.24778301037113
"187992",".","MSTRG.112699","MSTRG.112699.2","transcript","187992",0.438785286818022,3.77736723788935e-06,0.000219424180746692,-1.18841294423867
"188074",".","MSTRG.112749","MSTRG.112749.1","transcript","188074",0.336267909413588,2.77432118744869e-06,0.000182476467433664,-1.57231698815757
"188075",".","MSTRG.112750","MSTRG.112750.1","transcript","188075",0.336230931965675,2.77406929827251e-06,0.000182476467433664,-1.57247564175665
"188076",".","MSTRG.112751","MSTRG.112751.1","transcript","188076",0.336888055701727,2.62652834936983e-06,0.000179077755811266,-1.56965881598353
"188077",".","MSTRG.112753","MSTRG.112753.1","transcript","188077",0.271700624404626,7.24897944694991e-05,0.00148835015298107,-1.87991021381617
"188078",".","MSTRG.112752","MSTRG.112752.1","transcript","188078",0.209770803028521,4.83151314578656e-06,0.00025903171967069,-2.25311420466153
"188079",".","MSTRG.112754","MSTRG.112754.1","transcript","188079",0.284580808585204,7.1552446709866e-06,0.000335441814874292,-1.81308972147172
"188080",".","MSTRG.112755","MSTRG.112755.1","transcript","188080",0.316519865600402,1.08513132410781e-05,0.000446493618614415,-1.65963204514282
"188083",".","MSTRG.112760","MSTRG.112760.2","transcript","188083",0.345571903900988,3.99217590665302e-05,0.00103822548465008,-1.53294216833055
"188084",".","MSTRG.112761","MSTRG.112761.1","transcript","188084",0.479588183785708,3.96912181246378e-05,0.00103586296713516,-1.06013198118061
"188328",".","MSTRG.112940","MSTRG.112940.1","transcript","188328",0.293884576515207,5.00199145925251e-06,0.000265136886871733,-1.76667844861981
"188329",".","MSTRG.112941","MSTRG.112941.1","transcript","188329",0.249708781263745,9.37200044304198e-06,0.000404661564968751,-2.00168153888795
"188331",".","MSTRG.112940","MSTRG.112940.3","transcript","188331",0.25255010237566,1.36788761095907e-06,0.00011664385357741,-1.98535846829612
"188528",".","MSTRG.113122","MSTRG.113122.10","transcript","188528",2.60860505267727,0.00225974518894478,0.0158627790573645,1.38327853416103
"188548","PHKB","MSTRG.113129","ENST00000566037","transcript","188548",2.50655486894219,0.00787440459705246,0.0389874086898863,1.32570581532288
"188550","PHKB","MSTRG.113129","ENST00000566044","transcript","188550",4.50820000011193,0.000231307393780189,0.0032451939714908,2.17255152011733
"188575","PHKB","MSTRG.113129","ENST00000566319","transcript","188575",2.24925975252969,0.000861378407053359,0.00795936528074992,1.16945027829992
"189611","RP11-44F14.5","MSTRG.113824","ENST00000565073","transcript","189611",0.488984930423575,1.56111862104069e-06,0.000126302980520854,-1.03213809011512
"190148",".","MSTRG.114219","MSTRG.114219.1","transcript","190148",2.30150310790056,0.00127690036454187,0.0104994628815698,1.20257639074764
